1111752083;38.71352;-9.143651;-0.1595868;0.6756783
256330570;38.71309;-9.143585;-0.1595857;0.6756709
1118849913;38.70914;-9.145188;-0.1596137;0.675602
1118849393;38.71077;-9.143105;-0.1595773;0.6756304
1118849523;38.71179;-9.145035;-0.159611;0.6756482
256330494;38.71187;-9.1441;-0.1595947;0.6756496
256331117;38.71148;-9.143715;-0.1595879;0.6756428
256331291;38.71183;-9.144522;-0.159602;0.6756488
256331292;38.71179;-9.144904;-0.1596087;0.6756482
256331293;38.71179;-9.145405;-0.1596174;0.6756482
491102950;38.71245;-9.143108;-0.1595773;0.6756598
418349176;38.71138;-9.145884;-0.1596258;0.6756411
491102952;38.71245;-9.143194;-0.1595788;0.6756598
205322501;38.71542;-9.144875;-0.1596082;0.6757116
205322500;38.71532;-9.144749;-0.159606;0.6757098
205322499;38.71405;-9.14399;-0.1595927;0.6756877
205322495;38.71175;-9.142934;-0.1595743;0.6756475
205322497;38.71202;-9.142973;-0.159575;0.6756521
256328859;38.71072;-9.14386;-0.1595905;0.6756294
256328861;38.7107;-9.142991;-0.1595753;0.6756291
256328995;38.71042;-9.14334;-0.1595814;0.6756243
256328993;38.71046;-9.143792;-0.1595893;0.675625
256329198;38.70864;-9.144386;-0.1595996;0.6755932
256329234;38.70919;-9.145236;-0.1596145;0.6756029
256329633;38.71463;-9.145891;-0.1596259;0.6756977
256329483;38.71062;-9.146414;-0.159635;0.6756278
256329634;38.71516;-9.14466;-0.1596044;0.675707
256329790;38.71282;-9.145371;-0.1596168;0.6756662
256329789;38.71356;-9.145514;-0.1596193;0.675679
256330113;38.71235;-9.144968;-0.1596098;0.675658
256330117;38.7107;-9.145013;-0.1596106;0.6756293
256330112;38.71408;-9.145221;-0.1596142;0.6756881
256330116;38.71091;-9.144937;-0.1596093;0.6756329
256330381;38.71433;-9.144135;-0.1595953;0.6756925
256330493;38.71391;-9.144493;-0.1596015;0.6756852
256330614;38.71339;-9.145459;-0.1596184;0.6756762
256330630;38.71347;-9.14513;-0.1596126;0.6756775
256330631;38.71363;-9.144414;-0.1596001;0.6756804
256330632;38.71377;-9.143826;-0.1595899;0.6756828
256330743;38.71237;-9.145698;-0.1596225;0.6756583
256330702;38.71428;-9.14579;-0.1596241;0.6756917
256330832;38.71094;-9.144469;-0.1596011;0.6756333
256330885;38.71304;-9.142796;-0.1595719;0.6756701
256330932;38.71098;-9.142283;-0.1595629;0.675634
256331008;38.71141;-9.144848;-0.1596077;0.6756415
256331290;38.71191;-9.143724;-0.1595881;0.6756502
256331294;38.7118;-9.145802;-0.1596244;0.6756483
256331456;38.71507;-9.146036;-0.1596285;0.6757054
256331458;38.71503;-9.147627;-0.1596562;0.6757048
256490869;38.71411;-9.14749;-0.1596538;0.6756886
256491426;38.71539;-9.147725;-0.1596579;0.6757111
256497817;38.70942;-9.144409;-0.1596;0.6756069
256498151;38.71257;-9.146895;-0.1596434;0.6756618
256498150;38.71256;-9.147223;-0.1596492;0.6756616
256498148;38.71198;-9.147447;-0.1596531;0.6756515
256498340;38.71213;-9.147491;-0.1596538;0.6756541
256498524;38.71182;-9.146329;-0.1596335;0.6756487
256498525;38.71141;-9.146253;-0.1596322;0.6756417
296216979;38.71299;-9.142003;-0.1595581;0.6756691
299470071;38.71339;-9.147564;-0.1596551;0.6756762
418349398;38.7124;-9.144133;-0.1595952;0.6756588
256498157;38.71415;-9.146768;-0.1596412;0.6756894
256498158;38.71501;-9.146927;-0.159644;0.6757044
418349706;38.71275;-9.146279;-0.1596327;0.675665
418349879;38.71338;-9.145856;-0.1596253;0.6756759
256497816;38.70942;-9.145244;-0.1596146;0.6756067
447563432;38.71009;-9.145277;-0.1596152;0.6756186
447563434;38.71021;-9.144403;-0.1595999;0.6756207
256329486;38.7095;-9.14686;-0.1596428;0.6756082
730892007;38.71078;-9.148316;-0.1596682;0.6756306
733182099;38.71316;-9.147578;-0.1596554;0.6756721
733182174;38.71237;-9.147566;-0.1596551;0.6756583
733182324;38.71007;-9.146639;-0.159639;0.6756181
1127052264;38.71079;-9.143229;-0.1595794;0.6756307
1127052261;38.71079;-9.14372;-0.159588;0.6756308
1127052283;38.71071;-9.143937;-0.1595918;0.6756293
1127052302;38.71056;-9.142919;-0.159574;0.6756267
1127052329;38.71067;-9.143866;-0.1595906;0.6756286
1127052335;38.7108;-9.142974;-0.159575;0.675631
1127052413;38.71057;-9.142827;-0.1595724;0.6756269
1127052427;38.71065;-9.142932;-0.1595743;0.6756282
1127052430;38.71053;-9.142965;-0.1595749;0.6756263
1127052461;38.71061;-9.143826;-0.1595899;0.6756276
1127052515;38.71078;-9.143166;-0.1595783;0.6756306
1127052578;38.71051;-9.143022;-0.1595758;0.6756258
1127052582;38.71057;-9.142876;-0.1595733;0.6756269
1127052622;38.71067;-9.143825;-0.1595898;0.6756286
1127052651;38.71069;-9.143804;-0.1595895;0.6756291
1127052628;38.71074;-9.143043;-0.1595762;0.6756299
1127052667;38.71061;-9.1429;-0.1595737;0.6756276
1127052675;38.71075;-9.143256;-0.1595799;0.6756301
1127052696;38.71072;-9.143558;-0.1595852;0.6756294
1127052705;38.71049;-9.143055;-0.1595764;0.6756254
1127052729;38.71046;-9.143111;-0.1595774;0.675625
256329030;38.71038;-9.143524;-0.1595846;0.6756237
1127052708;38.7104;-9.143041;-0.1595762;0.675624
1127706256;38.71065;-9.142294;-0.1595631;0.6756282
1127718351;38.71209;-9.142996;-0.1595754;0.6756534
256330611;38.71335;-9.144329;-0.1595986;0.6756755
1127718372;38.71299;-9.143184;-0.1595787;0.6756691
1127718383;38.71205;-9.142438;-0.1595656;0.6756527
1127718369;38.71299;-9.142779;-0.1595716;0.6756692
256328713;38.71205;-9.142356;-0.1595642;0.6756527
733182376;38.70982;-9.145285;-0.1596153;0.6756139
256491959;38.71105;-9.148266;-0.1596674;0.6756353
733182259;38.7104;-9.146638;-0.1596389;0.675624
733182266;38.71037;-9.146512;-0.1596368;0.6756234
205322498;38.71296;-9.14328;-0.1595803;0.6756687
205322504;38.71572;-9.14622;-0.1596317;0.6757168
256490817;38.71611;-9.147832;-0.1596598;0.6757237
