
212748939;38.72059;-9.141901;-0.1595563;0.6758018
247123249;38.71908;-9.137022;-0.1594711;0.6757755
247123252;38.72019;-9.138576;-0.1594982;0.6757948
247123250;38.71941;-9.137449;-0.1594786;0.6757812
247123251;38.71959;-9.137694;-0.1594829;0.6757843
247123242;38.71728;-9.136333;-0.1594591;0.675744
247123243;38.7175;-9.136551;-0.1594629;0.6757479
247123244;38.71768;-9.136683;-0.1594652;0.675751
257060144;38.72046;-9.13979;-0.1595194;0.6757994
257060384;38.71969;-9.140822;-0.1595374;0.6757861
257060385;38.71988;-9.140659;-0.1595346;0.6757894
257060383;38.71951;-9.140815;-0.1595373;0.6757829
279296761;38.72181;-9.136749;-0.1594664;0.6758232
279296804;38.72256;-9.137897;-0.1594864;0.6758363
279297083;38.72005;-9.135975;-0.1594528;0.6757924
364000709;38.71916;-9.140635;-0.1595342;0.6757768
302742563;38.72106;-9.140566;-0.159533;0.67581
446938362;38.72224;-9.138398;-0.1594951;0.6758305
446941882;38.72308;-9.138196;-0.1594916;0.6758453
1128851581;38.71779;-9.136712;-0.1594657;0.6757529
1128851597;38.71885;-9.136868;-0.1594684;0.6757714
1128851617;38.71851;-9.13657;-0.1594632;0.6757654
1128851693;38.71831;-9.136407;-0.1594604;0.6757619
1128851698;38.7184;-9.136471;-0.1594615;0.6757636
1128851736;38.71715;-9.136156;-0.159456;0.6757417
1128851742;38.71719;-9.136201;-0.1594568;0.6757424
1128851743;38.71817;-9.136447;-0.1594611;0.6757595
1128851783;38.71774;-9.13672;-0.1594658;0.6757521
1128851784;38.71785;-9.136684;-0.1594652;0.675754
247123245;38.71791;-9.136638;-0.1594644;0.675755
247123246;38.71804;-9.136531;-0.1594625;0.6757573
247123247;38.71825;-9.136403;-0.1594603;0.6757609
247123248;38.71864;-9.136694;-0.1594654;0.6757677
218023620;38.71706;-9.136039;-0.159454;0.6757402
1131247957;38.72306;-9.140852;-0.159538;0.6758448
1131248007;38.72298;-9.14204;-0.1595587;0.6758434
1131248034;38.72274;-9.141427;-0.159548;0.6758394
1131248072;38.72248;-9.141198;-0.159544;0.6758348
1131247654;38.72264;-9.141463;-0.1595486;0.6758376
1131248099;38.72244;-9.141264;-0.1595452;0.6758341
1131247853;38.7232;-9.140593;-0.1595334;0.6758473
1131248485;38.72255;-9.142164;-0.1595609;0.675836
1131248540;38.72316;-9.142362;-0.1595643;0.6758467
1131248656;38.72315;-9.142336;-0.1595639;0.6758465
1131248727;38.72322;-9.140574;-0.1595331;0.6758478
1131248739;38.72253;-9.142097;-0.1595597;0.6758356
1131248844;38.72324;-9.142489;-0.1595665;0.6758479
212788159;38.72327;-9.142544;-0.1595675;0.6758485
254753716;38.72277;-9.141685;-0.1595525;0.6758398
1109322881;38.72311;-9.139911;-0.1595215;0.6758457
424264507;38.72343;-9.141851;-0.1595554;0.6758513
424264484;38.72267;-9.141511;-0.1595495;0.6758381
424264509;38.72355;-9.141934;-0.1595569;0.6758534
