4751557;1109322886;1109322881;
4751557;1109322881;1131248422;
4751557;1131248422;1131247655;
4751557;1131247655;1109322889;
4751557;1109322889;1109322915;
23148321;1109322911;1510754322;
23525306;30307042;1109322915;
23525306;1109322915;1109322925;
23525306;1109322925;2441136822;
23525306;2441136822;1131437300;
23735282;257060146;364000720;
23735290;257060096;1131437177;
23735290;1131437177;1135593941;
23735290;1135593941;247123251;
23735294;257060144;1131437683;
23735294;1131437683;1131437657;
23735294;1131437657;1131438066;
23735294;1131438066;1134383497;
23735294;1134383497;1131437822;
23735294;1131437822;257060143;
23735294;257060143;1131437483;
23735294;1131437483;1132313258;
23735294;1132313258;1131438048;
23735294;1131438048;1131437768;
23735294;1131437768;1134501211;
23735294;1134501211;257060096;
25625870;1135422749;1135422821;
25625870;1135422821;279297083;
25625870;279297083;279297129;
25625870;279297129;3988222554;
25625870;3988222554;279296759;
25625870;279296759;279297081;
27572377;1109322925;1724490334;
27572377;1724490334;302742016;
27572377;302742016;1131438186;
27572377;1131438186;302742563;
27572377;302742563;1131437199;
27572377;1131437199;257060146;
32331225;364000720;3448171950;
32331225;3448171950;364000709;
32331218;257060382;364000709;
32906862;257060146;1131437713;
32906862;1131437713;257060145;
32906862;257060145;257060144;
32907041;30306567;212748939;
32907041;212748939;30306568;
36378965;424264484;424264505;
36378965;424264505;424264507;
36378965;424264507;424264509;
36378965;424264509;1135454406;
38036789;446936355;1131437378;
38036789;1131437378;1131437610;
38036789;1131437610;446936352;
38037208;1109322911;1109322907;
38037208;1109322907;1109322919;
38036823;446937211;1141510509;
38036823;1141510509;1141510170;
38036823;1141510170;279296804;
38036823;279296804;1172904396;
38036823;1172904396;446938362;
38036823;446938362;446938367;
48663304;212788159;1131248844;
48663304;1131248844;1131248540;
48663304;1131248540;1131248656;
48663304;1131248656;1131248007;
48663304;1131248007;254753716;
48663304;254753716;424264484;
48663304;424264484;1131247654;
48663304;1131247654;1131247667;
48663304;1131247667;1131248072;
48663304;1131248072;247123453;
48663304;247123453;30307042;
95684746;30307042;30307043;
95684746;30307043;30307044;
95684746;30307044;1131575613;
95684746;1131575613;1131575267;
95684746;1131575267;30306568;
97717667;1131247957;1131247655;
97717671;424264484;1131248034;
97717671;1131248034;1131247957;
97717671;1131247957;1131247853;
97717671;1131247853;1131248727;
97735381;279297081;1131437612;
97735381;1131437612;1131437169;
97735381;1131437169;1131437409;
97735381;1131437409;1131438215;
97735381;1131438215;1131438042;
97735381;1131438042;1131437928;
97735381;1131437928;1131438161;
97735381;1131438161;1131437490;
97735381;1131437490;1131438001;
25625810;279296804;1131437985;
25625810;1131437985;279296761;
97735334;1131437985;1131437807;
97735334;1131437807;1131437201;
97735334;1131437201;1131437777;
97735334;1131437777;1131437662;
97735334;1131437662;1131437526;
97735334;1131437526;1131437785;
97735299;1131437650;1131437114;
97735299;1131437114;1131438239;
